,iso3,wdpa-id,park name,year,outside(up to 10 km from park boundary) deforestation rate  in %,inside (up to 10 km from park boundary) deforestation rate in %
Argentina,ARG,10,Calilegua,2001,3.72,3.54
Argentina,ARG,10,Calilegua,2002,9.18,3.35
Argentina,ARG,10,Calilegua,2003,1.24,4.24
Argentina,ARG,10,Calilegua,2004,9.92,0.52
Argentina,ARG,10,Calilegua,2005,43.54,3.69
Argentina,ARG,10,Calilegua,2006,25.68,5.66
Argentina,ARG,10,Calilegua,2007,8.31,0.71
Argentina,ARG,10,Calilegua,2008,15.13,2.23
Argentina,ARG,10,Calilegua,2009,4.84,2.26
Argentina,ARG,10,Calilegua,2010,20.47,2.46
Argentina,ARG,10,Calilegua,2011,0.62,1.02
Argentina,ARG,10,Calilegua,2012,15.88,10.15
Argentina,ARG,11,Barit·,2001,1.86,0.07
Argentina,ARG,11,Barit·,2002,1.86,0.14
Argentina,ARG,11,Barit·,2003,0.00,0.30
Argentina,ARG,11,Barit·,2004,0.00,0.17
Argentina,ARG,11,Barit·,2005,0.37,0.22
Argentina,ARG,11,Barit·,2006,1.12,0.61
Argentina,ARG,11,Barit·,2007,0.00,0.77
Argentina,ARG,11,Barit·,2008,0.37,1.90
Argentina,ARG,11,Barit·,2009,0.74,0.45
Argentina,ARG,11,Barit·,2010,0.00,0.53
Argentina,ARG,11,Barit·,2011,0.74,0.55
Argentina,ARG,11,Barit·,2012,0.00,1.10
Argentina,ARG,15,Iguaz·,2001,99.37,0.08
Argentina,ARG,15,Iguaz·,2002,99.37,0.14
Argentina,ARG,15,Iguaz·,2003,99.37,40.74
Argentina,ARG,15,Iguaz·,2004,99.37,7.25
Argentina,ARG,15,Iguaz·,2005,99.37,4.81
Argentina,ARG,15,Iguaz·,2006,99.37,1.99
Argentina,ARG,15,Iguaz·,2007,80.18,0.49
Argentina,ARG,15,Iguaz·,2008,52.88,1.71
Argentina,ARG,15,Iguaz·,2009,99.37,1.46
Argentina,ARG,15,Iguaz·,2010,99.37,0.10
Argentina,ARG,15,Iguaz·,2011,99.37,1.04
Argentina,ARG,15,Iguaz·,2012,58.83,3.96
Argentina,ARG,16,El Rey,2001,2.20,1.05
Argentina,ARG,16,El Rey,2002,0.83,0.92
Argentina,ARG,16,El Rey,2003,2.39,0.59
Argentina,ARG,16,El Rey,2004,3.42,0.35
Argentina,ARG,16,El Rey,2005,1.62,1.69
Argentina,ARG,16,El Rey,2006,8.53,1.10
Argentina,ARG,16,El Rey,2007,5.09,0.70
Argentina,ARG,16,El Rey,2008,14.02,2.32
Argentina,ARG,16,El Rey,2009,0.82,0.49
Argentina,ARG,16,El Rey,2010,48.24,0.72
Argentina,ARG,16,El Rey,2011,4.55,1.54
Argentina,ARG,16,El Rey,2012,4.37,1.36
Argentina,ARG,10901,Iguazu National Park,2001,12.28,0.00
Argentina,ARG,10901,Iguazu National Park,2002,29.03,0.13
Argentina,ARG,10901,Iguazu National Park,2003,74.06,0.33
Argentina,ARG,10901,Iguazu National Park,2004,46.15,0.07
Argentina,ARG,10901,Iguazu National Park,2005,65.13,0.13
Argentina,ARG,10901,Iguazu National Park,2006,35.36,0.00
Argentina,ARG,10901,Iguazu National Park,2007,48.75,0.66
Argentina,ARG,10901,Iguazu National Park,2008,60.29,0.13
Argentina,ARG,10901,Iguazu National Park,2009,59.17,0.20
Argentina,ARG,10901,Iguazu National Park,2010,73.32,0.79
Argentina,ARG,10901,Iguazu National Park,2011,71.46,0.46
Argentina,ARG,10901,Iguazu National Park,2012,55.82,0.46
Argentina,ARG,16869,General Belgrano,2001,28.70,26.24
Argentina,ARG,16869,General Belgrano,2002,29.03,18.98
Argentina,ARG,16869,General Belgrano,2003,31.88,42.99
Argentina,ARG,16869,General Belgrano,2004,66.78,46.89
Argentina,ARG,16869,General Belgrano,2005,69.02,68.66
Argentina,ARG,16869,General Belgrano,2006,45.49,56.94
Argentina,ARG,16869,General Belgrano,2007,28.16,52.48
Argentina,ARG,16869,General Belgrano,2008,91.64,21.21
Argentina,ARG,16869,General Belgrano,2009,35.48,11.17
Argentina,ARG,16869,General Belgrano,2010,38.46,30.70
Argentina,ARG,16869,General Belgrano,2011,30.81,44.10
Argentina,ARG,16869,General Belgrano,2012,15.42,4.47
Argentina,ARG,16884,La Florida P.,2001,1.05,6.55
Argentina,ARG,16884,La Florida P.,2002,1.01,0.45
Argentina,ARG,16884,La Florida P.,2003,0.14,0.22
Argentina,ARG,16884,La Florida P.,2004,0.38,0.74
Argentina,ARG,16884,La Florida P.,2005,0.91,0.00
Argentina,ARG,16884,La Florida P.,2006,0.91,0.00
Argentina,ARG,16884,La Florida P.,2007,0.45,0.97
Argentina,ARG,16884,La Florida P.,2008,0.17,0.22
Argentina,ARG,16884,La Florida P.,2009,1.33,0.60
Argentina,ARG,16884,La Florida P.,2010,3.91,0.00
Argentina,ARG,16884,La Florida P.,2011,4.40,13.77
Argentina,ARG,16884,La Florida P.,2012,2.16,8.11
Argentina,ARG,16885,Los Sosa,2001,3.74,0.00
Argentina,ARG,16885,Los Sosa,2002,2.30,0.00
Argentina,ARG,16885,Los Sosa,2003,11.30,0.00
Argentina,ARG,16885,Los Sosa,2004,18.38,5.58
Argentina,ARG,16885,Los Sosa,2005,5.65,0.00
Argentina,ARG,16885,Los Sosa,2006,25.33,0.00
Argentina,ARG,16885,Los Sosa,2007,9.16,0.00
Argentina,ARG,16885,Los Sosa,2008,12.10,0.00
Argentina,ARG,16885,Los Sosa,2009,4.49,0.00
Argentina,ARG,16885,Los Sosa,2010,3.33,0.00
Argentina,ARG,16885,Los Sosa,2011,7.75,1.12
Argentina,ARG,16885,Los Sosa,2012,6.58,2.79
Argentina,ARG,16886,Santa Ana,2001,3.56,0.79
Argentina,ARG,16886,Santa Ana,2002,1.69,0.08
Argentina,ARG,16886,Santa Ana,2003,1.92,0.25
Argentina,ARG,16886,Santa Ana,2004,3.42,0.08
Argentina,ARG,16886,Santa Ana,2005,5.67,10.79
Argentina,ARG,16886,Santa Ana,2006,2.69,3.35
Argentina,ARG,16886,Santa Ana,2007,9.30,6.53
Argentina,ARG,16886,Santa Ana,2008,8.15,0.29
Argentina,ARG,16886,Santa Ana,2009,5.39,10.67
Argentina,ARG,16886,Santa Ana,2010,2.83,3.14
Argentina,ARG,16886,Santa Ana,2011,7.76,7.73
Argentina,ARG,16886,Santa Ana,2012,3.52,1.90
Argentina,ARG,16887,Aguas Chiquitas,2001,7.59,0.28
Argentina,ARG,16887,Aguas Chiquitas,2002,5.20,0.28
Argentina,ARG,16887,Aguas Chiquitas,2003,20.73,1.40
Argentina,ARG,16887,Aguas Chiquitas,2004,40.30,0.00
Argentina,ARG,16887,Aguas Chiquitas,2005,47.22,0.56
Argentina,ARG,16887,Aguas Chiquitas,2006,44.96,0.56
Argentina,ARG,16887,Aguas Chiquitas,2007,59.76,0.28
Argentina,ARG,16887,Aguas Chiquitas,2008,44.43,1.40
Argentina,ARG,16887,Aguas Chiquitas,2009,43.24,0.28
Argentina,ARG,16887,Aguas Chiquitas,2010,27.41,1.40
Argentina,ARG,16887,Aguas Chiquitas,2011,18.17,0.84
Argentina,ARG,16887,Aguas Chiquitas,2012,12.05,3.35
Argentina,ARG,19611,Sierra de San Javier,2001,10.97,0.77
Argentina,ARG,19611,Sierra de San Javier,2002,3.34,0.34
Argentina,ARG,19611,Sierra de San Javier,2003,14.22,1.37
Argentina,ARG,19611,Sierra de San Javier,2004,14.67,0.34
Argentina,ARG,19611,Sierra de San Javier,2005,11.94,0.00
Argentina,ARG,19611,Sierra de San Javier,2006,8.18,7.73
Argentina,ARG,19611,Sierra de San Javier,2007,21.36,0.52
Argentina,ARG,19611,Sierra de San Javier,2008,25.67,1.63
Argentina,ARG,19611,Sierra de San Javier,2009,11.83,1.03
Argentina,ARG,19611,Sierra de San Javier,2010,7.95,0.26
Argentina,ARG,19611,Sierra de San Javier,2011,10.09,2.40
Argentina,ARG,19611,Sierra de San Javier,2012,11.68,2.49
Argentina,ARG,21212,Moconß,2001,0.00,0.00
Argentina,ARG,21212,Moconß,2002,0.00,0.00
Argentina,ARG,21212,Moconß,2003,0.00,0.00
Argentina,ARG,21212,Moconß,2004,0.00,0.00
Argentina,ARG,21212,Moconß,2005,0.00,0.00
Argentina,ARG,21212,Moconß,2006,0.00,0.00
Argentina,ARG,21212,Moconß,2007,0.00,0.00
Argentina,ARG,21212,Moconß,2008,0.00,0.00
Argentina,ARG,21212,Moconß,2009,0.00,0.00
Argentina,ARG,21212,Moconß,2010,0.00,0.00
Argentina,ARG,21212,Moconß,2011,0.00,0.00
Argentina,ARG,21212,Moconß,2012,0.00,0.00
Argentina,ARG,21217,Urugua-f,2001,99.37,5.59
Argentina,ARG,21217,Urugua-f,2002,99.37,49.55
Argentina,ARG,21217,Urugua-f,2003,90.87,55.97
Argentina,ARG,21217,Urugua-f,2004,99.37,86.28
Argentina,ARG,21217,Urugua-f,2005,99.37,1.90
Argentina,ARG,21217,Urugua-f,2006,47.82,8.32
Argentina,ARG,21217,Urugua-f,2007,99.37,6.04
Argentina,ARG,21217,Urugua-f,2008,99.37,27.17
Argentina,ARG,21217,Urugua-f,2009,84.71,40.03
Argentina,ARG,21217,Urugua-f,2010,61.08,13.00
Argentina,ARG,21217,Urugua-f,2011,50.28,4.26
Argentina,ARG,21217,Urugua-f,2012,39.72,6.07
Argentina,ARG,21225,Acambuco,2001,7.44,20.10
Argentina,ARG,21225,Acambuco,2002,2.86,9.21
Argentina,ARG,21225,Acambuco,2003,7.12,17.31
Argentina,ARG,21225,Acambuco,2004,9.79,31.82
Argentina,ARG,21225,Acambuco,2005,6.25,6.42
Argentina,ARG,21225,Acambuco,2006,4.13,15.35
Argentina,ARG,21225,Acambuco,2007,3.59,4.75
Argentina,ARG,21225,Acambuco,2008,15.91,71.74
Argentina,ARG,21225,Acambuco,2009,8.58,16.75
Argentina,ARG,21225,Acambuco,2010,15.50,73.69
Argentina,ARG,21225,Acambuco,2011,3.45,15.63
Argentina,ARG,21225,Acambuco,2012,1.08,3.07
Argentina,ARG,30833,Cruce Caballero,2001,99.37,52.48
Argentina,ARG,30833,Cruce Caballero,2002,93.76,99.37
Argentina,ARG,30833,Cruce Caballero,2003,99.37,99.37
Argentina,ARG,30833,Cruce Caballero,2004,95.22,33.49
Argentina,ARG,30833,Cruce Caballero,2005,90.01,41.31
Argentina,ARG,30833,Cruce Caballero,2006,65.49,0.00
Argentina,ARG,30833,Cruce Caballero,2007,91.68,15.63
Argentina,ARG,30833,Cruce Caballero,2008,87.99,99.37
Argentina,ARG,30833,Cruce Caballero,2009,33.17,23.45
Argentina,ARG,30833,Cruce Caballero,2010,38.78,42.43
Argentina,ARG,30833,Cruce Caballero,2011,65.62,21.21
Argentina,ARG,30833,Cruce Caballero,2012,43.59,42.43
Argentina,ARG,30834,Esperanza,2001,99.37,0.00
Argentina,ARG,30834,Esperanza,2002,90.61,99.37
Argentina,ARG,30834,Esperanza,2003,99.37,41.31
Argentina,ARG,30834,Esperanza,2004,99.37,1.12
Argentina,ARG,30834,Esperanza,2005,99.37,99.37
Argentina,ARG,30834,Esperanza,2006,99.37,99.37
Argentina,ARG,30834,Esperanza,2007,99.37,99.37
Argentina,ARG,30834,Esperanza,2008,99.37,99.37
Argentina,ARG,30834,Esperanza,2009,99.37,0.00
Argentina,ARG,30834,Esperanza,2010,99.37,0.00
Argentina,ARG,30834,Esperanza,2011,99.37,0.00
Argentina,ARG,30834,Esperanza,2012,99.37,24.56
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2001,37.17,10.54
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2002,37.56,11.72
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2003,82.38,25.54
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2004,87.95,34.40
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2005,90.98,19.19
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2006,99.37,36.22
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2007,79.92,34.19
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2008,99.37,14.79
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2009,55.59,10.19
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2010,55.71,19.19
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2011,43.11,8.02
Argentina,ARG,30835,Salto Encantado del Valle del Cu±ß Pir·,2012,43.79,7.82
Argentina,ARG,32509,Potrero de Yala,2001,2.11,3.55
Argentina,ARG,32509,Potrero de Yala,2002,0.74,1.22
Argentina,ARG,32509,Potrero de Yala,2003,0.12,0.20
Argentina,ARG,32509,Potrero de Yala,2004,1.67,4.87
Argentina,ARG,32509,Potrero de Yala,2005,3.72,3.55
Argentina,ARG,32509,Potrero de Yala,2006,0.37,0.41
Argentina,ARG,32509,Potrero de Yala,2007,0.62,0.81
Argentina,ARG,32509,Potrero de Yala,2008,0.19,2.23
Argentina,ARG,32509,Potrero de Yala,2009,0.06,0.20
Argentina,ARG,32509,Potrero de Yala,2010,0.37,2.23
Argentina,ARG,32509,Potrero de Yala,2011,2.05,4.36
Argentina,ARG,32509,Potrero de Yala,2012,1.92,2.74
Argentina,ARG,32517,Saltito,2001,84.81,34.33
Argentina,ARG,32517,Saltito,2002,38.35,50.24
Argentina,ARG,32517,Saltito,2003,54.44,85.97
Argentina,ARG,32517,Saltito,2004,50.65,77.32
Argentina,ARG,32517,Saltito,2005,83.09,84.57
Argentina,ARG,32517,Saltito,2006,57.65,39.91
Argentina,ARG,32517,Saltito,2007,81.61,57.22
Argentina,ARG,32517,Saltito,2008,88.22,79.55
Argentina,ARG,32517,Saltito,2009,61.93,15.63
Argentina,ARG,32517,Saltito,2010,32.11,33.22
Argentina,ARG,32517,Saltito,2011,48.75,35.73
Argentina,ARG,32517,Saltito,2012,51.96,39.08
Argentina,ARG,32522,Yacuy,2001,16.64,31.54
Argentina,ARG,32522,Yacuy,2002,20.10,7.54
Argentina,ARG,32522,Yacuy,2003,86.75,10.89
Argentina,ARG,32522,Yacuy,2004,88.87,12.56
Argentina,ARG,32522,Yacuy,2005,67.21,15.63
Argentina,ARG,32522,Yacuy,2006,44.55,18.14
Argentina,ARG,32522,Yacuy,2007,53.26,66.15
Argentina,ARG,32522,Yacuy,2008,99.37,15.35
Argentina,ARG,32522,Yacuy,2009,27.91,3.07
Argentina,ARG,32522,Yacuy,2010,63.98,4.75
Argentina,ARG,32522,Yacuy,2011,89.54,22.61
Argentina,ARG,32522,Yacuy,2012,38.18,39.64
Argentina,ARG,32723,Guaranf,2001,33.47,38.71
Argentina,ARG,32723,Guaranf,2002,31.59,29.77
Argentina,ARG,32723,Guaranf,2003,47.10,74.43
Argentina,ARG,32723,Guaranf,2004,55.18,71.08
Argentina,ARG,32723,Guaranf,2005,70.02,71.83
Argentina,ARG,32723,Guaranf,2006,58.50,71.83
Argentina,ARG,32723,Guaranf,2007,38.55,37.96
Argentina,ARG,32723,Guaranf,2008,93.55,42.43
Argentina,ARG,32723,Guaranf,2009,49.98,48.01
Argentina,ARG,32723,Guaranf,2010,43.87,44.66
Argentina,ARG,32723,Guaranf,2011,16.60,14.14
Argentina,ARG,32723,Guaranf,2012,36.70,24.56
Argentina,ARG,93409,Yabotf,2001,31.36,2.42
Argentina,ARG,93409,Yabotf,2002,31.92,2.93
Argentina,ARG,93409,Yabotf,2003,47.66,4.37
Argentina,ARG,93409,Yabotf,2004,51.91,3.55
Argentina,ARG,93409,Yabotf,2005,68.04,15.14
Argentina,ARG,93409,Yabotf,2006,70.88,30.62
Argentina,ARG,93409,Yabotf,2007,40.50,14.10
Argentina,ARG,93409,Yabotf,2008,82.32,8.43
Argentina,ARG,93409,Yabotf,2009,53.36,7.50
Argentina,ARG,93409,Yabotf,2010,40.39,3.36
Argentina,ARG,93409,Yabotf,2011,42.65,7.07
Argentina,ARG,93409,Yabotf,2012,43.57,4.52
Argentina,ARG,97493,Campo de los Alisos,2001,11.03,10.23
Argentina,ARG,97493,Campo de los Alisos,2002,0.81,1.67
Argentina,ARG,97493,Campo de los Alisos,2003,0.50,0.19
Argentina,ARG,97493,Campo de los Alisos,2004,1.51,0.56
Argentina,ARG,97493,Campo de los Alisos,2005,2.82,0.00
Argentina,ARG,97493,Campo de los Alisos,2006,1.59,0.00
Argentina,ARG,97493,Campo de los Alisos,2007,2.04,1.30
Argentina,ARG,97493,Campo de los Alisos,2008,3.82,0.93
Argentina,ARG,97493,Campo de los Alisos,2009,1.23,0.74
Argentina,ARG,97493,Campo de los Alisos,2010,3.07,0.00
Argentina,ARG,97493,Campo de los Alisos,2011,9.38,19.17
Argentina,ARG,97493,Campo de los Alisos,2012,7.15,8.56
Argentina,ARG,97538,Guardaparque Horacio Foerster,2001,32.18,26.80
Argentina,ARG,97538,Guardaparque Horacio Foerster,2002,46.41,36.05
Argentina,ARG,97538,Guardaparque Horacio Foerster,2003,48.01,94.58
Argentina,ARG,97538,Guardaparque Horacio Foerster,2004,81.33,80.23
Argentina,ARG,97538,Guardaparque Horacio Foerster,2005,69.76,65.55
Argentina,ARG,97538,Guardaparque Horacio Foerster,2006,78.18,79.27
Argentina,ARG,97538,Guardaparque Horacio Foerster,2007,53.21,60.93
Argentina,ARG,97538,Guardaparque Horacio Foerster,2008,77.06,61.57
Argentina,ARG,97538,Guardaparque Horacio Foerster,2009,41.06,22.17
Argentina,ARG,97538,Guardaparque Horacio Foerster,2010,54.05,31.10
Argentina,ARG,97538,Guardaparque Horacio Foerster,2011,58.46,30.46
Argentina,ARG,97538,Guardaparque Horacio Foerster,2012,50.01,34.77
Argentina,ARG,146618,Pi±alito,2001,10.58,8.45
Argentina,ARG,146618,Pi±alito,2002,9.52,2.23
Argentina,ARG,146618,Pi±alito,2003,25.11,14.99
Argentina,ARG,146618,Pi±alito,2004,34.83,60.93
Argentina,ARG,146618,Pi±alito,2005,38.84,23.93
Argentina,ARG,146618,Pi±alito,2006,39.83,22.65
Argentina,ARG,146618,Pi±alito,2007,28.51,62.05
Argentina,ARG,146618,Pi±alito,2008,31.67,99.37
Argentina,ARG,146618,Pi±alito,2009,30.61,48.49
Argentina,ARG,146618,Pi±alito,2010,27.04,74.01
Argentina,ARG,146618,Pi±alito,2011,55.33,88.20
Argentina,ARG,146618,Pi±alito,2012,55.00,97.77
Argentina,ARG,146619,Cerro Azul (E.E.A.),2001,34.37,49.13
Argentina,ARG,146619,Cerro Azul (E.E.A.),2002,27.63,16.75
Argentina,ARG,146619,Cerro Azul (E.E.A.),2003,45.82,26.80
Argentina,ARG,146619,Cerro Azul (E.E.A.),2004,73.93,10.05
Argentina,ARG,146619,Cerro Azul (E.E.A.),2005,59.85,11.17
Argentina,ARG,146619,Cerro Azul (E.E.A.),2006,82.70,59.17
Argentina,ARG,146619,Cerro Azul (E.E.A.),2007,57.92,12.28
Argentina,ARG,146619,Cerro Azul (E.E.A.),2008,83.76,23.45
Argentina,ARG,146619,Cerro Azul (E.E.A.),2009,53.61,5.58
Argentina,ARG,146619,Cerro Azul (E.E.A.),2010,57.38,99.37
Argentina,ARG,146619,Cerro Azul (E.E.A.),2011,34.15,87.09
Argentina,ARG,146619,Cerro Azul (E.E.A.),2012,74.71,25.68
Argentina,ARG,166722,Los Cardones,2001,0.69,0.00
Argentina,ARG,166722,Los Cardones,2002,0.03,0.00
Argentina,ARG,166722,Los Cardones,2003,0.13,0.00
Argentina,ARG,166722,Los Cardones,2004,0.23,0.00
Argentina,ARG,166722,Los Cardones,2005,0.10,0.00
Argentina,ARG,166722,Los Cardones,2006,0.01,0.00
Argentina,ARG,166722,Los Cardones,2007,0.07,0.30
Argentina,ARG,166722,Los Cardones,2008,0.30,0.10
Argentina,ARG,166722,Los Cardones,2009,0.19,0.00
Argentina,ARG,166722,Los Cardones,2010,0.03,0.00
Argentina,ARG,166722,Los Cardones,2011,0.56,0.00
Argentina,ARG,166722,Los Cardones,2012,0.53,0.00
Argentina,ARG,166784,"De la Sierra Crovetto""""",2001,28.53,1.12
Argentina,ARG,166784,"De la Sierra Crovetto""""",2002,29.58,2.23
Argentina,ARG,166784,"De la Sierra Crovetto""""",2003,34.83,99.37
Argentina,ARG,166784,"De la Sierra Crovetto""""",2004,58.06,99.37
Argentina,ARG,166784,"De la Sierra Crovetto""""",2005,55.41,26.80
Argentina,ARG,166784,"De la Sierra Crovetto""""",2006,99.37,69.22
Argentina,ARG,166784,"De la Sierra Crovetto""""",2007,99.37,99.37
Argentina,ARG,166784,"De la Sierra Crovetto""""",2008,97.02,99.37
Argentina,ARG,166784,"De la Sierra Crovetto""""",2009,99.37,2.23
Argentina,ARG,166784,"De la Sierra Crovetto""""",2010,58.40,39.08
Argentina,ARG,166784,"De la Sierra Crovetto""""",2011,35.16,75.92
Argentina,ARG,166784,"De la Sierra Crovetto""""",2012,82.29,78.15
Argentina,ARG,166785,Lago Urugua-f,2001,48.46,0.00
Argentina,ARG,166785,Lago Urugua-f,2002,48.78,0.00
Argentina,ARG,166785,Lago Urugua-f,2003,99.37,0.00
Argentina,ARG,166785,Lago Urugua-f,2004,99.37,14.51
Argentina,ARG,166785,Lago Urugua-f,2005,99.37,0.00
Argentina,ARG,166785,Lago Urugua-f,2006,99.37,99.37
Argentina,ARG,166785,Lago Urugua-f,2007,99.37,35.73
Argentina,ARG,166785,Lago Urugua-f,2008,99.37,23.45
Argentina,ARG,166785,Lago Urugua-f,2009,99.37,99.37
Argentina,ARG,166785,Lago Urugua-f,2010,99.37,99.37
Argentina,ARG,166785,Lago Urugua-f,2011,99.37,99.37
Argentina,ARG,166785,Lago Urugua-f,2012,78.63,5.58
Argentina,ARG,300020,Campo General Belgrano,2001,2.55,2.23
Argentina,ARG,300020,Campo General Belgrano,2002,0.98,0.67
Argentina,ARG,300020,Campo General Belgrano,2003,1.83,2.90
Argentina,ARG,300020,Campo General Belgrano,2004,8.80,22.55
Argentina,ARG,300020,Campo General Belgrano,2005,0.09,0.22
Argentina,ARG,300020,Campo General Belgrano,2006,2.50,0.67
Argentina,ARG,300020,Campo General Belgrano,2007,6.48,0.45
Argentina,ARG,300020,Campo General Belgrano,2008,47.12,17.42
Argentina,ARG,300020,Campo General Belgrano,2009,1.70,1.12
Argentina,ARG,300020,Campo General Belgrano,2010,14.96,6.70
Argentina,ARG,300020,Campo General Belgrano,2011,1.74,0.00
Argentina,ARG,300020,Campo General Belgrano,2012,2.19,0.00
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2001,31.95,55.82
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2002,37.96,13.40
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2003,85.23,26.80
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2004,83.10,20.10
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2005,70.34,43.54
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2006,92.09,13.40
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2007,99.37,99.37
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2008,99.37,79.27
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2009,40.90,54.71
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2010,28.17,31.26
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2011,26.67,10.05
Argentina,ARG,300034,E.E.A. Anexo Cuartel Rfo Victoria,2012,37.05,36.84
Argentina,ARG,300074,Papel Misionero,2001,40.03,6.57
Argentina,ARG,300074,Papel Misionero,2002,40.19,10.54
Argentina,ARG,300074,Papel Misionero,2003,49.29,17.31
Argentina,ARG,300074,Papel Misionero,2004,61.73,11.60
Argentina,ARG,300074,Papel Misionero,2005,63.16,22.64
Argentina,ARG,300074,Papel Misionero,2006,77.68,16.93
Argentina,ARG,300074,Papel Misionero,2007,44.50,16.50
Argentina,ARG,300074,Papel Misionero,2008,99.37,27.48
Argentina,ARG,300074,Papel Misionero,2009,99.37,6.45
Argentina,ARG,300074,Papel Misionero,2010,55.82,9.30
Argentina,ARG,300074,Papel Misionero,2011,53.43,2.61
Argentina,ARG,300074,Papel Misionero,2012,29.83,11.23
Argentina,ARG,300079,Quebrada del PortuguTs,2001,6.46,0.28
Argentina,ARG,300079,Quebrada del PortuguTs,2002,0.74,0.00
Argentina,ARG,300079,Quebrada del PortuguTs,2003,0.19,0.14
Argentina,ARG,300079,Quebrada del PortuguTs,2004,0.40,0.98
Argentina,ARG,300079,Quebrada del PortuguTs,2005,0.12,0.14
Argentina,ARG,300079,Quebrada del PortuguTs,2006,0.05,0.00
Argentina,ARG,300079,Quebrada del PortuguTs,2007,0.76,3.21
Argentina,ARG,300079,Quebrada del PortuguTs,2008,0.38,0.14
Argentina,ARG,300079,Quebrada del PortuguTs,2009,2.16,0.00
Argentina,ARG,300079,Quebrada del PortuguTs,2010,0.24,0.00
Argentina,ARG,300079,Quebrada del PortuguTs,2011,11.90,5.02
Argentina,ARG,300079,Quebrada del PortuguTs,2012,4.49,1.67
Argentina,ARG,900725,Las Yungas,2001,14.82,8.43
Argentina,ARG,900725,Las Yungas,2002,22.78,9.67
Argentina,ARG,900725,Las Yungas,2003,11.17,21.83
Argentina,ARG,900725,Las Yungas,2004,17.10,11.87
Argentina,ARG,900725,Las Yungas,2005,33.56,42.36
Argentina,ARG,900725,Las Yungas,2006,37.21,24.02
Argentina,ARG,900725,Las Yungas,2007,21.34,18.54
Argentina,ARG,900725,Las Yungas,2008,51.14,27.21
Argentina,ARG,900725,Las Yungas,2009,16.84,7.93
Argentina,ARG,900725,Las Yungas,2010,24.95,10.87
Argentina,ARG,900725,Las Yungas,2011,15.25,6.35
Argentina,ARG,900725,Las Yungas,2012,13.30,9.17
Belize,BLZ,3305,Mountain Pine Ridge,2001,99.37,99.37
Belize,BLZ,3305,Mountain Pine Ridge,2002,99.37,99.37
Belize,BLZ,3305,Mountain Pine Ridge,2003,10.61,53.47
Belize,BLZ,3305,Mountain Pine Ridge,2004,15.07,12.89
Belize,BLZ,3305,Mountain Pine Ridge,2005,85.69,37.60
Belize,BLZ,3305,Mountain Pine Ridge,2006,30.98,41.74
Belize,BLZ,3305,Mountain Pine Ridge,2007,24.28,99.37
Belize,BLZ,3305,Mountain Pine Ridge,2008,11.44,16.04
Belize,BLZ,3305,Mountain Pine Ridge,2009,49.96,42.83
Belize,BLZ,3305,Mountain Pine Ridge,2010,32.94,13.76
Belize,BLZ,3305,Mountain Pine Ridge,2011,99.37,99.37
Belize,BLZ,3305,Mountain Pine Ridge,2012,20.93,22.59
Belize,BLZ,3307,Sibun,2001,26.73,4.76
Belize,BLZ,3307,Sibun,2002,36.36,22.16
Belize,BLZ,3307,Sibun,2003,50.94,9.32
Belize,BLZ,3307,Sibun,2004,33.29,6.16
Belize,BLZ,3307,Sibun,2005,97.83,8.96
Belize,BLZ,3307,Sibun,2006,34.61,5.89
Belize,BLZ,3307,Sibun,2007,99.37,11.75
Belize,BLZ,3307,Sibun,2008,60.43,12.62
Belize,BLZ,3307,Sibun,2009,59.38,7.96
Belize,BLZ,3307,Sibun,2010,81.57,11.65
Belize,BLZ,3307,Sibun,2011,99.37,14.03
Belize,BLZ,3307,Sibun,2012,44.10,8.56
Belize,BLZ,3308,Grants Works,2001,9.62,99.37
Belize,BLZ,3308,Grants Works,2002,48.61,62.30
Belize,BLZ,3308,Grants Works,2003,74.46,50.24
Belize,BLZ,3308,Grants Works,2004,21.90,45.55
